word,chunk,postposition,head-postag,dependency,is_arg,srl,predicate
विश्वसनीय,JJP2,0,CCP2,ccof,0,,
और,CCP2,0,NP4,nmod,0,,
जिम्मेदार,JJP3,0,CCP2,ccof,0,,
अधिकारी,NP4,0,VGF2,k1,1,ARG2-ATR,VGF2
थे,VGF2,था,CCP,ccof,0,,
उन्हें,NP,को,VGF,k4,1,ARG0,VGNF
यही,NP2,0,VGNF,k2,1,ARG1,VGNF
समझकर,VGNF,कर,VGF,vmod,1,ARGM-MNR,VGF
दायित्व,NP3,0_को,VGF,k2,1,ARG1,VGF
सौंपा,VGF,या_जा+या१_था,CCP,ccof,0,,
पर,CCP,0,0,root,0,,
उन्होंने,NP4,ने,VGF2,k1,0,,
सूचनाएं,NP5,0,VGNF2,k2,0,,
लीक,BLK,0,VGNF2,pof,0,,
कर,VGNF2,0,VGF2,vmod,0,,
विश्वासघात,NP6,0,VGF2,pof,0,,
किया,VGF2,या_है,CCP,ccof,0,,
प्रकाश,NP,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
तंत्र,NP2,0_में,VGF2,k7,1,ARGM-LOC,VGF2
कोई,NP3,0,VGF2,k1,1,ARGM-MNR,VGF2
खराबी,NP4,0,VGF2,k1s,1,ARG1,VGF2
है,VGF2,है,CCP,ccof,0,,
लेकिन,CCP,0,0,root,0,,
यह,NP,0,VGF,k1,0,,
चूंकि,CCP2,0,CCP3,rs,0,,
विश्वासघात,NP2,0_से,VGNF,ras-k1,1,ARG1,VGNF
जुड़ा,VGNF,या,NP3,nmod__k1inv,0,,
प्रकरण,NP3,0,VGF,pof,1,ARG0,VGNF
है,VGF,है,CCP2,ccof,0,,
इसलिए,CCP3,0,VGF2,rh,0,,
एहतियात,NP4,0_का,NP5,r6,0,,
तौर,NP5,0_पर,VGF2,k7,0,,
निर्देश,NP6,0,VGF2,k2,0,,
जारी,JJP,0,VGF2,pof,0,,
कर,VGF2,0_दे+या_जा+या१_है,CCP4,ccof,0,,
ताकि,CCP4,0,CCP,ccof,0,,
आगे,NP7,0,VGF3,k7t,0,,
घटनाएं,NP8,0,VGF3,pof,0,,
हो,VGF3,0,CCP4,ccof,0,,
गौरतलब,JJP,0,VGF,k1s,1,ARG2-ATR,VGF
है,VGF,है,0,root,0,,
कि,CCP,0,VGF,k1,1,ARG1,VGF
महीने,NP,0_पहले,VGF2,k7t,0,,
नौसेना,NP2,0_का,NP3,r6,0,,
रुम,NP3,0_से,VGF2,k5,0,,
महत्व,NP4,0_का,NP5,r6,0,,
सूचनाएं,NP5,0,VGF2,k1,0,,
लीक,BLK,0,VGF2,pof,0,,
हो,VGF2,0_जा+या१_था,CCP,ccof,0,,
प्रकाश,NP,0_ने,VGF,k1,1,ARG0,VGF
यह,NP2,0,VGF,k2,1,ARGM-ADV,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2s,1,ARG1,VGF
सूचना,NP3,0_का,NP4,r6,0,,
कानून,NP4,0_से,VGF2,k5,0,,
सेना,NP5,0_का,NP6,r6,0,,
अंगों,NP6,0_को,VGF2,k2,0,,
मुक्त,JJP,0,VGF2,pof,0,,
रखा,VGF2,0_जा+ना,CCP,ccof,0,,
उन्होंने,NP,ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कानून,NP2,0,VGF2,k1,1,ARG1,VGF2
अच्छा,JJP,0,VGF2,k1s,1,ARG2-ATR,VGF2
है,VGF2,है,CCP,ccof,0,,
और,CCP,0,CCP2,ccof,0,,
इसकी,NP3,का,NP4,r6-k1,0,,
अपरिहार्यता,NP4,0,VGF3,pof,0,,
है2,VGF3,है,CCP,ccof,0,,
लेकिन,CCP2,0,VGF,k2,1,ARGM-ADV,VGF
तरह,NP5,0,VGF4,adv,0,,
सीआरपी,NP6,0,NULL__CCP,ccof,0,,
",3",NULL__CCP,0,VGF4,k2,0,,
पुलिस,NP7,0_को,NULL__CCP,ccof,0,,
दायरे,NP8,0_से,VGF4,k5,0,,
मुक्त,JJP2,0,VGF4,pof,0,,
रखा,VGF4,0_जा+या१_है,NP12,nmod__relc,0,,
तरह2,NP9,0,VGF5,adv,1,ARGM-MNR,VGF5
सेना,NP10,0_का,NP12,r6,0,,
अंगों,NP11,0_को,VGF5,k2,1,ARG1,VGF5
इससे,NP12,से_बाहर,VGF5,k7,1,ARGM-LOC,VGF5
रखा2,VGF5,0_जा+ना,CCP2,ccof,0,,
वर्षो,NP,0_में,VGF,k7t,1,ARGM-TMP,VGF
वे,NP2,0,VGF,k1,1,ARG1,VGF
राज्य,NP3,0_के,NP4,r6,0,,
मुख्यमंत्री,NP4,0,VGF,k1s,1,ARG2-ATR,VGF
हैं,VGF,है,0,root,0,,
एंटनी,NP,0_का,VGNN,k1,1,ARG0,VGNN
इस्तीफा,NP2,0,VGNN,k2,1,ARG1,VGNN
देने,VGNN,ना_का,NP3,r6,0,,
दिन,NP3,0_बाद,VGF,k7t,0,,
आज,NP4,0,VGF,k7t,0,,
बजे,NP5,0,VGF,k7t,0,,
चांडी,NP6,0_को,VGF,k4,0,,
पद,NP7,0_का,NP8,r6-k2,0,,
शपथ,NP8,0,VGF,pof,0,,
दिलाई,VGF,या_जा+या१,0,root,0,,
सभी,NP,0_को,VGF,k4,1,ARG1,VGF
मंत्री,NP2,0,VGF,k2,1,ARG2-ATR,VGF
बनाया,VGF,या_जा+या१_है,0,root,0,,
वर्षो,NP,0_में,VGF,k7t,0,,
महज,RBP,0,VGF,adv,0,,
नेताओं,NP2,0_को,VGF,k4a,1,ARG0,VGNN
मुख्यमंत्री,NP3,0_का,NP4,r6,0,,
कुर्सी,NP4,0_का,NP5,r6,0,,
शोभा,NP5,0,VGNN,k2,1,ARG1,VGNN
बढ़ाने,VGNN,ना_का,NP6,r6,0,,
सौभाग्य,NP6,0,VGF,k1,0,,
प्राप्त,JJP,0,VGF,pof,0,,
हुआ,VGF,या_है,0,root,0,,
करुणाकरन,NP,0_को,VGF,k4a,1,ARG0,VGF
बार,NP2,0,VGF,vmod,1,ARGM-ADV,VGF
राज्य,NP3,0_का,NP4,r6,0,,
मुख्यमंत्री,NP4,0,VGNN,k2,1,ARG2-ATR,VGNN
बनने,VGNN,ना_का,NP5,r6,0,,
मौका,NP5,0,VGF,k1,1,ARG1,VGF
मिला,VGF,या,NULL__CCP,ccof,0,,
NULL2,NULL2,0,0,root,0,,
वहीं,NP6,0,VGF2,sent-adv,0,,
उनके,NP7,का,NP8,r6,0,,
प्रतिद्वंद्वी,NP8,0,NP9,nmod,0,,
एंटनी,NP9,0_को,VGF2,k4a,0,,
सौभाग्य,NP10,0,VGF2,k1,0,,
बार2,NP11,0,VGF2,vmod,0,,
प्राप्त,JJP,0,VGF2,pof,0,,
हुआ,VGF2,या,NULL__CCP,ccof,0,,
उनके,NP,का,NP2,r6,0,,
समर्थन,NP2,0_में,VGF,k7,1,ARGM-LOC,VGF
नारे,NP3,0,VGF,k1,1,ARG1,VGF
गूंजने,VGF,ना_लग+या,0,root,0,,
शपथ,NP,0,VGNN,pof,0,,
लेने,VGNN,ना_से_पहले,VGF,k7t,1,ARGM-TMP,VGF
मुख्यमंत्री,NP2,0_ने,VGF,k1,1,ARG0,VGF
अपनी,NP3,0,NP4,r6,0,,
बैबी,NP4,0_से,VGF,k5,1,ARG2-SOU,VGF
आशीर्वाद,NP5,0,VGF,k2,1,ARG1,VGF
लिया,VGF,या,0,root,0,,
मां,NP,0_ने,VGF,k1,1,ARG0,VGF
पुत्र,NP2,0_को,VGF,k4,1,ARG2,VGF
गले,NP3,0,VGNF,pof,0,,
लगाकर,VGNF,कर,VGF,vmod,1,ARGM-MNR,VGF
आशीर्वाद,NP4,0,VGF,k2,1,ARG1,VGF
दिया,VGF,या,0,root,0,,
मुख्यमंत्री,NP,0_के_लिए,VGF,rt,1,ARG2-SOU,VGF
मंत्रिमंडल,NP2,0_का,NP3,r6-k2,0,,
विस्तार,NP3,0,VGNN,pof,0,,
करना,VGNN,ना,VGF,k1,1,ARG1,VGF
आसान,JJP,0,VGF,k1s,1,ARG2-ATR,VGF
होगा,VGF,गा,0,root,0,,
यह,NP,0,VGF,k1,1,ARG1,VGF
मौका,NP2,0,VGF,k1s,1,ARG2-ATR,VGF
है,VGF,है,0,root,0,,
जब,NP3,0,VGF2,k7t,0,,
यूडीएफ,NP4,0_का,NP5,r6,0,,
पार्टियों,NP5,0_का,NP6,r6,0,,
नेताओं,NP6,0_को,VGF2,k2,0,,
समारोह,NP7,0_में,VGF2,k7p,0,,
आमंत्रित,JJP,0,VGF2,pof,0,,
किया,VGF2,या_जा+या१_है,NP,nmod__relc,0,,
नेता,NP,0,VGF,k1,1,ARG1,VGF
हैं,VGF,है,0,root,0,,
पिल्लई,NP2,0,CCP,ccof,0,,
और,CCP,0,VGF,k1s,1,ARG2-ATR,VGF
जैकब,NP3,0,CCP,ccof,0,,
समस्या,NP,0_का,NP2,r6,0,,
शुरुआत,NP2,0,VGF,k1,1,ARG1,VGF
तब,NP3,0,VGF,k7t,1,ARG2-ATR,VGF
हुई,VGF,या,0,root,0,,
जब,NP4,0,VGF2,k7t,1,ARGM-TMP,VGF2
सोमवार,NP5,0_का,NP6,r6,0,,
रात,NP6,0,VGF2,k7t,1,ARGM-TMP,VGF2
फैसला,NP7,0,VGF2,k1,1,ARG1,VGF2
लिया,VGF2,या_जा+या१,NP3,nmod__relc,0,,
कि,CCP,0,NP7,rs,0,,
यूडीएफ,NP8,0_का,NP9,r6,0,,
नेताओं,NP9,0,NP10,nmod,0,,
पिल्लई,NP10,0,CCP2,ccof,0,,
और,CCP2,0,VGF3,k4,0,,
जैकब,NP11,0_को,CCP2,ccof,0,,
शपथ,NP12,0,VGF3,pof,0,,
दिलाई,VGF3,या_जा+गा,CCP,ccof,0,,
यूडीएफ,NP,0_का,NP2,r6,0,,
नेता,NP2,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
चांडी,NP3,0_के_लिए,VGF2,rt,1,ARGM-PRP,VGF2
मंत्रियों,NP4,0_का,NP5,r6,0,,
समीकरण,NP5,0,VGNN,k2,1,ARG1,VGNN
बिठाना,VGNN,ना,VGF2,k1,1,ARG1,VGF2
आसान,JJP,0,VGF2,k1s,1,ARG2-ATR,VGF2
होगा,VGF2,गा,CCP,ccof,0,,
पाकिस्तान,NP,0_का,NP2,r6,0,,
मदरसों,NP2,0_में,VGF,k7p,1,ARGM-LOC,VGF
बच्चों,NP3,0_को,VGF,k4,1,ARG2,VGF
जिहाद,NP4,0,CCP,ccof,0,,
और,CCP,0,VGF,k2u,1,ARGM-ADV,VGF
शहादत,NP5,0_जैसा,CCP,ccof,0,,
शब्दों,NP6,0_का,NP7,r6,0,,
घुट्टी,NP7,0,VGF,k2,1,ARG1,VGF
दी,VGF,या_जा+ता,CCP2,ccof,0,,
बल्कि,CCP2,0,0,root,0,,
उसके,NP8,का,NP9,r6,0,,
स्कूलों,NP9,0_का,NP10,r6,0,,
पाठ्यक्रम,NP10,0_में,VGF2,k7,1,ARGM-LOC,VGF2
इन्हें,NP11,को,VGF2,k4,1,ARG2,VGF2
अहमियत,NP12,0,VGF2,k2,1,ARG1,VGF2
दी2,VGF2,या_जा+या१_है,CCP2,ccof,0,,
साप्ताहिक,NP,0,NP2,nmod,0,,
टाइम्स,NP2,0_में,JJP,jjmod,0,,
प्रकाशित,JJP,0,NP3,nmod,0,,
लेख,NP3,0_में,VGF,k7,1,ARGM-LOC,VGF
कहा,VGF,या_जा+या१_है,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
शिक्षा,NP4,0_के_तहत,VGF2,vmod,0,,
कक्षा,NP5,0,NP6,nmod,0,,
तक,NP6,0_के_लिए,VGF2,k4,0,,
सरकार,NP7,0_द्वारा,VGNF,k1,0,,
तैयार,JJP2,0,VGNF,pof,0,,
किए,VGNF,या_जा+या१,NP8,nmod__k2inv,0,,
पाठ्यक्रम,NP8,0_में,VGF2,k7p,0,,
सरल,JJP3,0,CCP2,ccof,0,,
और,CCP2,0,NP9,nmod,0,,
सुबोध,JJP4,0,CCP2,ccof,0,,
कहानियों,NP9,0_के_जरिये,VGF2,k3,0,,
बच्चों,NP10,0_को,VGNN,k4,1,ARG2,VGNN
जिहाद,NP11,0_का,NP12,r6,0,,
जरूरत,NP12,0,VGNN,k2,1,ARG1,VGNN
बताने,VGNN,ना_पर,VGF2,k2,0,,
बल,NP13,0,VGF2,pof,0,,
दिया,VGF2,या_जा+या१_है,CCP,ccof,0,,
इसके,NP,के_अलावा,VGF,sent-adv,0,,
कक्षाओं,NP2,0_में,VGNN,k7p,1,ARGM-LOC,VGNN
पढ़ने,VGNN,ना_वाला,NP4,nmod__k1inv,0,,
साल,NP3,0_का,NP4,r6,0,,
बच्चों,NP4,0_को,VGNN2,k4,1,ARG2,VGNN2
जिहाद,NP5,0,CCP,ccof,0,,
और,CCP,0,VGNN2,k7,1,ARGM-LOC,VGNN2
शहादत,NP6,0_पर,CCP,ccof,0,,
तकरीर,NP7,0,VGNN2,k2,1,ARG1,VGNN2
देने,VGNN2,ना_के_लिए,VGNN3,rt,0,,
प्रेरित,JJP,0,VGNN3,pof,0,,
करने,VGNN3,ना_का,NP8,r6-k2,0,,
अनुशंसा,NP8,0,VGF,pof,0,,
की2,VGF,या_जा+या१_है,0,root,0,,
पाकिस्तानीज,NP,0,NP2,nmod,0,,
खतरे,NP2,0_में,NP3,nmod,0,,
प्रजाति,NP3,0,NP4,nmod,0,,
कौन,NP4,0,VGF,k1,1,ARG0,VGF
बचाएगा,VGF,गा,NP6,nmod,0,,
पाकिस्तानियों,NP5,0_को,VGF,k2,1,ARG1,VGF
शीर्षक,NP6,0_से,JJP,jjmod,0,,
प्रकाशित,JJP,0,NP7,nmod,0,,
लेख,NP7,0_में,VGF2,k7,1,ARGM-LOC,VGF2
कहा,VGF2,या_जा+या१_है,0,root,0,,
कि,CCP,0,VGF2,k2,1,ARG1,VGF2
कक्षा,NP8,0,NP9,nmod,0,,
तक,NP9,0_में,VGNF,k7p,0,,
अध्ययन,NP10,0_के_लिए,VGNF,rt,0,,
मंत्रालय,NP11,0_द्वारा,VGNF,k1,0,,
तय,JJP2,0,VGNF,pof,0,,
किए,VGNF,या_जा+या१,NP12,nmod__k2inv,0,,
पाठ्यक्रम,NP12,0,VGF3,k1,0,,
निष्कर्ष,NP13,0_का,NP15,r6-k2,0,,
रूप,NP14,0_से,VGF3,adv,0,,
पुष्टि,NP15,0,VGF3,pof,0,,
करता,VGF3,ता_है,CCP,ccof,0,,
कि2,CCP2,0,NP15,rs,0,,
जीवन,NP16,0_का,NP17,r6,0,,
मोर्चे,NP17,0_पर,VGF4,k7p,1,ARGM-LOC,VGF4
जिहाद,NP18,0_का,NP19,r6,0,,
अहमियत,NP19,0_को,VGF4,k2,1,ARG1,VGF4
पहचाना,VGF4,या_जा+या,CCP2,ccof,0,,
2,BLK,0,NP,nmod,0,,
मूल्यांकन,NP,0,NP2,nmod,0,,
शीर्षक,NP2,0_के_तहत,VGF,k7,0,,
तौर,NP3,0_पर,VGF,adv,0,,
शिक्षकों,NP4,0,CCP,ccof,0,,
और,CCP,0,VGF,k4,0,,
लेखकों,NP5,0_को,CCP,ccof,0,,
निर्देश,NP6,0,VGF,pof,0,,
दिया,VGF,या_जा+या१_है,0,root,0,,
कि,CCP2,0,VGF,k2,0,,
वह,NP7,0,VGF2,k1,1,ARG0,VGF2
जिहाद,NP8,0,CCP3,ccof,0,,
इतिहास,NP9,0,CCP3,ccof,0,,
और2,CCP3,0,VGF2,k7,1,ARGM-DIS,VGF2
संस्कृति,NP10,0_के_बारे_में,CCP3,ccof,0,,
तकरीर,NP11,0,VGNF,pof,0,,
देते,VGNF,ता_समय,VGF2,vmod,1,ARGM-MNR,VGF2
भावनाओं,NP12,0_को,VGF2,k2,1,ARG1,VGF2
टटोलें,VGF2,एं,CCP2,ccof,0,,
पाकिस्तान,NP,0_का,NP2,r6,0,,
सर्वे,NP2,0,NP3,nmod,0,,
०४,NP3,0_का,NP4,r6-k2,0,,
हवाला,NP4,0,VGNF,pof,0,,
देते,VGNF,ता_हो+या,VGF,vmod,1,ARGM-MNR,VGF
साप्ताहिक,NP5,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
करीब,RBP,0,NP6,nmod,0,,
बच्चे,NP6,0,VGF2,k1,0,,
स्कूलों,NP7,0_में,VGF2,k7p,0,,
शिक्षा,NP8,0,VGF2,k2,0,,
ग्रहण,NP9,0,VGF2,pof,0,,
कर,VGF2,0_रह+या_है,CCP,ccof,0,,
जबकि,CCP,0,0,root,0,,
बच्चे,NP,0,VGF,k1,0,,
देश,NP2,0_में,VGNF,k7p,1,ARGM-LOC,VGNF
फैले,VGNF,या,NP3,nmod__k1inv,0,,
मदरसों,NP3,0_में,VGF,k7p,1,ARG1,VGNF
तालीम,NP4,0,VGF,k2,0,,
हासिल,JJP,0,VGF,pof,0,,
कर,VGF,0_रह+या_है,CCP,ccof,0,,
मदरसों,NP,0_से,VGF,k5,1,ARG2-SOU,VGF
साल,NP2,0,VGF,k7t,1,ARGM-TMP,VGF
स्नातक,NP3,0,VGF,k1,1,ARG0,VGF
निकलते,VGF,ता_है,0,root,0,,
स्कूलों,NP,0_में,VGNF,k7p,1,ARGM-LOC,VGNF
पढ़,VGNF,0_रह+या,NP2,nmod__k1inv,0,,
छात्रों,NP2,0_में_से,VGF,k5,1,ARG0,VGNF
लाख,NP3,0,VGF,k1,0,,
स्कूलों2,NP4,0_में,VGF,k7p,0,,
प्रवेश,NP5,0,VGF,pof,0,,
करते,VGF,ता_है,CCP,ccof,0,,
",,",CCP,0,0,root,0,,
जहां,NP6,0,VGF2,k7p,0,,
उन्हें,NP7,को,VGF2,k4,0,,
जिहाद,NP8,0_पर,VGF2,k7,0,,
भी,NP9,0,VGF2,k7t,0,,
घुट्टी,NP10,0,VGF2,pof,0,,
दी,VGF2,या_जा+ता_है,CCP,ccof,0,,
गरीबी,NP,0_के_चलते,VGF,vmod,1,ARGM-ADV,VGF
अपनी,NP2,0,NP3,r6,0,,
संतान,NP3,0,VGNN,k2,1,ARG1,VGNN
बेचने,VGNN,ना_का,NP4,r6,0,,
खबरें,NP4,0,VGF,k1,1,ARG1,VGF
उड़ीसा,NP5,0_के_लिए,VGF,rt,1,ARGM-MNR,VGF
नई,JJP,0,VGF,k1s,1,ARG2-ATR,VGF
हैं,VGF,है,0,root,0,,
फिर,RBP,0,VGF,sent-adv,1,ARGM-MNR,VGF
भुखमरी,NP,0,CCP,ccof,0,,
और,CCP,0,VGNF,rh,0,,
गरीबी,NP2,0_से,CCP,ccof,0,,
तंग,JJP,0,VGNF,pof,0,,
आकर,VGNF,कर,VGF,vmod,1,ARGM-MNR,VGF
उड़ीसा,NP3,0_में,VGF,k7p,1,ARGM-LOC,VGF
महिला,NP4,0_ने,VGF,k1,1,ARG0,VGF
अपने,NP5,0,NP6,r6,0,,
बेटे,NP6,0_को,VGF,k2,1,ARG1,VGF
महज,RBP2,0,NP7,nmod,0,,
रुपये,NP7,0_के_लिए,VGF,rt,1,ARGM-PRP,VGF
बेच,VGF,0_दे+या,0,root,0,,
बच्चे,NP,0_को,VGNN,k2,1,ARG1,VGNN
खरीदने,VGNN,ना_वाला,NP2,nmod__k1inv,0,,
दम्पत्ति,NP2,0_को,VGF,k4a,1,ARG1,VGF
संतान,NP3,0,VGF,k1,1,ARG2-ATR,VGF
थी,VGF,था,0,root,0,,
राज्य,NP,0_का,NP2,r6,0,,
राजधानी,NP2,0_से,NP4,k5,0,,
किलोमीटर,NP3,0_दूर,NP4,nmod,0,,
शहर,NP4,0_का,NP5,r6,0,,
पटना,NP5,0_में,VGNN,k7p,1,ARGM-LOC,VGNN
झोपड़ी,NP6,0_में,VGNN,k7p,1,ARG2-LOC,VGNN
रहने,VGNN,ना_वाला,NP7,nmod__k1inv,0,,
नाइक,NP7,0,NP8,nmod,1,ARG0,VGNN
महिला,NP8,0_ने,VGF,k1,1,ARG0,VGF
गरीबी,NP9,0_से,VGNF,rh,0,,
तंग,JJP,0,VGNF,pof,0,,
आकर,VGNF,कर,VGF,vmod,1,ARGM-MNR,VGF
अपने,NP10,0,NP11,r6,0,,
बेटे,NP11,0_को,VGF,k2,1,ARG1,VGF
बेच,VGF,0_दे+या,0,root,0,,
जब,NP,0,VGF,k7t,1,ARGM-TMP,VGF
वह,NP2,0,VGF,k1,1,ARG0,VGF
गर्भावस्था,NP3,0_से,VGF,adv,1,ARG2-LOC,VGF
गुजर,VGF,0_रह+या_था,NP4,nmod__relc,0,,
तो,NP4,0,VGF2,k7t,0,,
उसके,NP5,का,NP6,r6,0,,
पति,NP6,0_ने,VGF2,k1,0,,
उसका,NP7,का,NP8,r6-k2,0,,
परित्याग,NP8,0,VGF2,pof,0,,
कर,VGF2,0_दे+या_था,0,root,0,,
इसके,NP,के_चलते,VGF,vmod,1,ARGM-DIS,VGF
परिवार,NP2,0_का,NP3,r6,0,,
जिम्मेदारी,NP3,0,VGF,k1,1,ARG1,VGF
उस,NP4,0_पर,VGF,k7,1,ARGM-LOC,VGF
आ,VGF,0_पड+या,0,root,0,,
मजदूर,NP,0_का,NP2,r6,0,,
रूप,NP2,0_में,VGNN,k7,1,ARGM-MNR,VGNN
काम,NP3,0,VGNN,k2,1,ARG1,VGNN
करने,VGNN,ना_वाली,NP4,nmod__k1inv,0,,
नीता,NP4,0,VGF,k1,1,ARG0,VGNF
कभी,RBP,0,VGF,adv,1,ARGM-MNR,VGF
NULL2,NULL__NP,0,0,root,0,,
जंगल,NP5,0_से,VGNF,k5,1,ARG2-SOU,VGNF
लकड़ियां,NP6,0,VGNF,k2,1,ARG1,VGNF
लेकर,VGNF,कर,VGF,vmod,1,ARG1,VGF
बेचती,VGF,ता_है,0,root,0,,
जून,NP,0_का,NP2,r6,0,,
रोटी,NP2,0,VGNN,k2,1,ARG1,VGNN
जुटाने,VGNN,ना_में,JJP,jjmod,0,,
असमर्थ,JJP,0,NP3,nmod,0,,
महिला,NP3,0_ने,VGF,k1,1,ARG0,VGNN
वर्ष,NP4,0,NP5,nmod,0,,
अक्तूबर,NP5,0_में,VGF,k7t,0,,
अपनी,NP6,0,NP7,r6,0,,
संतान,NP7,0_को,VGF,k2,0,,
जन्म,NP8,0,VGF,pof,0,,
दिया,VGF,या_था,0,root,0,,
उसने,NP,ने,VGF,k1,1,ARG0,VGF
अपना,NP2,0,NP3,r6,0,,
बच्चा,NP3,0,VGF,k2,1,ARG1,VGF
दम्पति,NP4,0_का,NP5,r6,0,,
हाथ,NP5,0,VGF,k4,1,ARGM-LOC,VGF
नवम्बर,NP6,0_को,VGF,k7t,1,ARGM-TMP,VGF
रुपए,NP7,0_में,VGF,k7,1,ARGM-LOC,VGF
बेच,VGF,0_दे+या,0,root,0,,
नीता,NP,0_का,NP2,r6,0,,
पति,NP2,0,NP3,nmod,0,,
सुदम,NP3,0,VGF,k1,1,ARG0,VGF
उसके,NP4,का,NP5,r6,0,,
बच्चों,NP5,0_के_साथ,VGF,ras-k2,1,ARGM-MNR,VGF
उसे,NP6,को,VGF,k2,1,ARG2-GOL,VGF
ही,NP7,0,VGF,k7t,1,ARGM-EXT,VGF
छोड़,VGF,0_चुक+या_है,0,root,0,,
उसकी,NP,का,NP2,r6,0,,
पूर्णिमा,NP2,0,VGF,k1,1,ARG1,VGF
साल,NP3,0_का,VGF,r6v,1,ARG2-ATR,VGF
है,VGF,है,CCP,ccof,0,,
जबकि,CCP,0,0,root,0,,
बेटा,NP4,0,NP5,nmod,0,,
बॉबी,NP5,0,VGF2,k1,1,ARG1,VGF2
साल2,NP6,0_का,VGF2,r6v,1,ARG2-ATR,VGF2
है2,VGF2,है,CCP,ccof,0,,
गौरतलब,JJP,0,VGF,k1s,1,ARG2-ATR,VGF
है,VGF,है,0,root,0,,
कि,CCP,0,NULL__NP,rs,0,,
सुदम,NP,0_ने,VGF2,k1,0,,
रूप,NP2,0_से,VGF2,adv,0,,
रुपए,NP3,0_में,VGF2,k7,0,,
व्यक्ति,NP4,0_के,NP5,r6,0,,
हाथ,NP5,0,VGF2,k4,0,,
बॉबी,NP6,0_का,NP7,r6,0,,
सौदा,NP7,0,VGF2,k2,0,,
तय,JJP2,0,VGF2,pof,0,,
कर,VGF2,0_ले+या_था,CCP,ccof,0,,
हालांकि,CCP,0,0,root,0,,
उन्होंने,NP,ने,VGF,k1,1,ARG0,VGF
मामले,NP2,0_को,VGNN,k2,0,,
गोद,NP3,0,VGNN,pof,0,,
लेने,VGNN,ना_का,NP4,r6,0,,
घटना,NP4,0,VGF,k2,1,ARG1,VGF
बताया,VGF,या_है,CCP,ccof,0,,
सदियों,NP,0_से,VGF,k7t,1,ARGM-TMP,VGF
मानव,NP2,0_का,NP3,r6,0,,
मन,NP3,0_में,VGF,k7,1,ARG2-ATR,VGF
सवाल,NP4,0,VGF,k1,1,ARG1,VGF
रहा,VGF,या_है,0,root,0,,
कि,CCP,0,NP4,rs,0,,
क्या,RBP,0,VGF2,vmod,1,ARGM-DIS,VGF2
अंतरिक्ष,NP5,0_में,VGF2,k7p,1,ARGM-LOC,VGF2
हम,NP6,0,VGF2,k1,1,ARG1,VGF2
अकेले,JJP,0,VGF2,k1s,1,ARG2-ATR,VGF2
हैं,VGF2,है,CCP2,ccof,0,,
या,CCP2,0,CCP,ccof,0,,
ब्रह्मांड,NP7,0_का,NP8,r6,0,,
ग्रह,NP8,0_पर,VGF3,k7p,1,ARGM-LOC,VGF3
जीवन,NP9,0,VGF3,k1,1,ARG1,VGF3
स्वरूप,NP10,0_में,VGF3,k7,1,ARGM-MNR,VGF3
मौजूद,JJP2,0,VGF3,k1s,1,ARG2-ATR,VGF3
है2,VGF3,है,CCP2,ccof,0,,
अभी,NP,0,VGF,k7t,1,ARGM-TMP,VGF
वैज्ञानिकों,NP2,0_को,VGF,k4,1,ARG0,VGF
सवाल,NP3,0_का,NP4,r6,0,,
जवाब,NP4,0,VGF,k2,1,ARG1,VGF
मिला,VGF,या_है,CCP,ccof,0,,
लेकिन,CCP,0,0,root,0,,
ग्रहों,NP5,0_का,NP8,r6,0,,
खोज,NP6,0_ने,VGF2,k1,1,ARG0,VGF2
वैज्ञानिकों2,NP7,0_का,NP8,r6,0,,
उम्मीदें,NP8,0,VGF2,k2,1,ARG1,VGF2
बढ़ा,VGF2,या_दे+या_है,CCP,ccof,0,,
पृथ्वी,NP,0_सरीखे,NP2,nmod,0,,
ग्रहों,NP2,0_में,VGF,k7p,1,ARGM-LOC,VGF
जीवन,NP3,0_का,NP4,r6,0,,
उम्मीद,NP4,0,VGF,k1,1,ARG1,VGF
है,VGF,है,0,root,0,,
ग्रह,NP,0,VGF,k1,1,ARG1,VGF
पृथ्वी,NP2,0_से,VGF,k1u,1,ARGM-MNR,VGF
ज्यादा,JJP,0,JJP2,jjmod,0,,
बड़े,JJP2,0,VGF,k1s,1,ARG2-ATR,VGF
हैं,VGF,है,0,root,0,,
विज्ञानियों,NP,0_ने,VGF,k1,0,,
हमारे,NP2,का,NP3,r6,0,,
मंडल,NP3,0_से_बाहर,VGF,k7p,0,,
अंतरिक्ष2,NP4,0_में,VGF,k7p,0,,
सूर्य,NP5,0_के_अलावा,VGF,ras-neg-k1,0,,
कैंसरी,NP6,0,NP10,nmod,0,,
तारे,NP7,0_का,NP10,r6,0,,
परिक्रमा,NP8,0,VGNN,k2,1,ARG1,VGNN
करने,VGNN,ना_वाला,NP10,nmod__k1inv,0,,
